Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category,Net_Annual_Income
4413,0,Non Existing Client,01/08/1973,24/10/2011,NP_Client,University,Married,3.0,10,3.0,C,26/10/2011,Sales,Owned,1,0,B,36.0
4119,0,Non Existing Client,03/09/1949,11/10/2011,NP_Client,University,Married,0.0,22,2.0,C,12/10/2011,Sales,Owned,1,0,B,18.0
5219,0,Existing Client,25/11/1961,01/11/2009,NP_Client,University,Married,2.0,1,1.0,C,06/12/2011,Sales,Owned,1,0,B,36.0
1605,0,Non Existing Client,28/05/1978,18/07/2011,NP_Client,University,Married,0.0,10,1.0,C,20/07/2011,Sales,Owned,1,0,B,36.0
3038,0,Non Existing Client,18/10/1975,27/08/2011,NP_Client,University,Married,0.0,5,1.0,C,28/08/2011,Sales,New rent,2,0,B,20.0
6545,0,Non Existing Client,01/09/1987,11/01/2012,NP_Client,University,Single,0.0,15,1.0,C,12/01/2012,Sales,Owned,1,0,B,30.0
660,0,Existing Client,11/06/1967,09/12/2010,NP_Client,University,Widowed,0.0,1,1.0,C,15/06/2011,Sales,Owned,1,24/03/2013,B,20.0
1119,0,Non Existing Client,15/04/1981,22/06/2011,NP_Client,University,Married,2.0,20,20.0,C,29/06/2011,Sales,Owned,1,0,B,18.0
6724,1,Non Existing Client,07/10/1967,18/01/2012,NP_Client,University,Married,0.0,15,1.0,C,19/01/2012,Sales,Owned,1,0,B,36.0
5681,0,Non Existing Client,03/11/1975,11/12/2011,NP_Client,University,Married,2.0,10,1.0,C,12/12/2011,Sales,Owned,1,0,D,36.0
6082,0,Existing Client,20/05/1987,14/09/2010,NP_Client,University,Single,0.0,25,8.0,C,02/01/2012,Sales,Owned,1,0,B,36.0
8349,0,Non Existing Client,17/02/1972,05/03/2012,NP_Client,University,Married,0.0,10,10.0,C,11/03/2012,Sales,Owned,1,0,B,36.0
1380,1,Existing Client,23/07/1977,04/07/2011,NP_Client,University,Married,0.0,1,4.0,C,20/07/2011,Branch,Parents,1,31/07/2012,L,84.0
1874,0,Existing Client,24/04/1972,09/10/2006,NP_Client,University,Married,0.0,10,1.0,C,15/08/2011,Sales,Owned,1,0,B,36.0
4386,0,Non Existing Client,04/03/1979,20/10/2011,NP_Client,University,Married,0.0,30,15.0,C,25/10/2011,Branch,Owned,1,0,D,100.0
1916,0,Non Existing Client,23/12/1985,08/08/2011,NP_Client,Master/PhD,Married,1.0,6,2.0,C,09/08/2011,Sales,Owned,1,0,B,18.0
5572,0,Non Existing Client,26/06/1981,06/12/2011,NP_Client,University,Married,1.0,2,2.0,C,08/12/2011,Sales,Owned,1,0,B,18.0
8398,0,Non Existing Client,19/07/1988,05/03/2012,NP_Client,University,Single,0.0,1,1.0,C,12/03/2012,Sales,Owned,1,0,M,36.0
7700,0,Non Existing Client,14/09/1970,26/02/2012,NP_Client,University,Married,2.0,15,1.0,C,27/02/2012,Sales,Owned,1,0,B,25.0
6904,0,Existing Client,11/02/1974,12/03/1997,NP_Client,University,Married,3.0,3,3.0,G,05/01/2012,Branch,Owned,1,0,K,400.0
8015,0,Existing Client,01/01/1987,12/06/2011,NP_Client,University,Married,0.0,15,1.0,C,12/03/2012,Sales,Owned,1,0,D,36.0
6604,0,Non Existing Client,25/04/1971,12/01/2012,NP_Client,University,Married,0.0,30,2.0,C,15/01/2012,Sales,Owned,1,0,B,18.0
453,0,Non Existing Client,25/05/1975,24/05/2011,NP_Client,University,Married,0.0,10,1.0,C,26/05/2011,Sales,Owned,1,0,B,18.0
787,0,Non Existing Client,01/07/1974,05/06/2011,NP_Client,University,Married,0.0,1,1.0,C,06/06/2011,Sales,Owned,1,0,B,36.0
5899,0,Non Existing Client,07/12/1967,14/11/2011,NP_Client,University,Married,2.0,10,3.0,C,27/12/2011,Sales,Owned,1,0,B,36.0
7099,0,Existing Client,05/01/1957,07/06/2011,NP_Client,University,Single,0.0,50,19.0,C,26/02/2012,Sales,Old rent,1,0,K,18.0
205,0,Non Existing Client,15/01/1988,03/05/2011,NP_Client,University,Single,0.0,10,1.0,C,04/05/2011,Sales,Owned,1,0,D,18.0
7538,0,Non Existing Client,18/07/1981,16/02/2012,NP_Client,University,Married,1.0,10,3.0,C,22/02/2012,Sales,Owned,1,0,B,36.0
7376,0,Non Existing Client,04/08/1962,08/02/2012,NP_Client,University,Married,0.0,22,21.0,C,11/02/2012,Sales,Owned,1,0,B,18.0
3546,0,Existing Client,31/08/1971,04/05/2003,NP_Client,University,Married,0.0,15,1.0,C,18/09/2011,Sales,Owned,1,0,B,50.0
5192,0,Existing Client,06/02/1967,31/03/2009,NP_Client,University,Married,3.0,16,5.0,C,22/12/2011,Sales,Owned,2,11/03/2013,B,50.0
498,0,Existing Client,03/01/1956,28/03/2004,NP_Client,University,Single,0.0,27,1.0,C,05/05/2011,Branch,Parents,1,0,B,30.0
6952,0,Existing Client,14/03/1977,18/10/2006,NP_Client,University,Married,0.0,2,2.0,C,13/02/2012,Sales,Owned,1,0,B,36.0
6214,0,Non Existing Client,15/10/1987,22/12/2011,NP_Client,University,Single,0.0,24,0.0,C,28/12/2011,Branch,Old rent,1,0,B,24.0
3170,0,Non Existing Client,16/09/1954,04/09/2011,NP_Client,Master/PhD,Married,5.0,20,11.0,C,14/09/2011,Branch,Old rent,1,0,K,60.0
7400,1,Non Existing Client,14/01/1990,09/02/2012,NP_Client,University,Single,0.0,1,1.0,C,12/02/2012,Sales,Owned,1,31/03/2013,B,25.0
723,0,Non Existing Client,11/09/1960,22/05/2011,NP_Client,Master/PhD,Single,0.0,50,1.0,C,31/05/2011,Sales,Owned,1,0,C,18.0
6930,0,Existing Client,11/06/1982,15/05/2005,P_Client,University,Single,2.0,10,1.0,C,19/02/2012,Sales,Owned,1,0,B,36.0
6569,1,Non Existing Client,22/03/1972,09/01/2012,NP_Client,University,Married,4.0,6,2.0,C,12/01/2012,Sales,Owned,1,29/11/2012,B,80.0
596,0,Existing Client,01/09/1969,06/04/2009,NP_Client,Master/PhD,Married,3.0,16,1.0,C,05/06/2011,Sales,Owned,1,0,B,18.0
9130,0,Non Existing Client,05/11/1964,29/03/2012,NP_Client,University,Married,0.0,15,1.0,C,01/04/2012,Sales,Owned,1,27/12/2012,B,36.0
6386,0,Non Existing Client,02/06/1973,02/01/2012,NP_Client,University,Married,0.0,10,11.0,C,05/01/2012,Sales,Owned,1,0,B,36.0
2619,0,Non Existing Client,27/07/1950,14/07/2011,NP_Client,University,Married,0.0,15,1.0,C,20/08/2011,Sales,Owned,1,0,B,30.0
3338,1,Non Existing Client,13/08/1973,19/09/2011,NP_Client,University,Married,0.0,10,10.0,C,22/09/2011,Sales,Owned,1,31/05/2012,B,50.0
8639,0,Non Existing Client,26/08/1968,29/02/2012,NP_Client,Master/PhD,Married,0.0,30,1.0,C,22/03/2012,Sales,Owned,1,0,B,25.0
491,1,Existing Client,03/10/1957,08/04/1992,NP_Client,University,Married,2.0,15,16.0,C,24/05/2011,Branch,Owned,1,29/12/2011,C,100.0
4723,0,Non Existing Client,17/06/1949,04/09/2011,NP_Client,University,Widowed,3.0,4,1.0,C,30/10/2011,Sales,Owned,1,0,B,20.0
7206,1,Existing Client,23/10/1985,31/01/2012,NP_Client,University,Married,2.0,5,3.0,C,26/02/2012,Sales,Owned,1,31/10/2012,L,51.0
260,0,Non Existing Client,04/07/1986,08/05/2011,NP_Client,University,Single,0.0,7,1.0,C,09/05/2011,Sales,Owned,1,0,D,36.0
2995,0,Existing Client,25/05/1973,16/08/2011,NP_Client,University,Married,2.0,11,6.0,C,26/09/2011,Sales,Owned,1,0,B,36.0
743,0,Existing Client,03/02/1977,31/05/2011,NP_Client,University,Single,0.0,34,4.0,C,05/06/2011,Branch,Old rent,1,28/02/2013,L,54.0
4137,0,Non Existing Client,07/09/1967,12/10/2011,NP_Client,University,Married,4.0,1,1.0,C,17/10/2011,Sales,Owned,1,0,B,50.0
2213,0,Existing Client,09/09/1984,27/07/2011,NP_Client,University,Married,0.0,15,1.0,C,08/08/2011,Sales,Owned,1,0,K,3096.0
6570,0,Non Existing Client,05/05/1960,02/01/2012,NP_Client,University,Married,0.0,15,1.0,C,18/01/2012,Sales,Owned,1,0,B,30.0
6229,0,Non Existing Client,05/10/1956,27/12/2011,NP_Client,University,Married,3.0,40,1.0,C,02/01/2012,Sales,Old rent,1,0,D,180.0
7469,0,Non Existing Client,22/05/1969,14/02/2012,NP_Client,University,Married,2.0,1,1.0,C,15/02/2012,Sales,Owned,1,0,B,36.0
4239,0,Non Existing Client,27/03/1966,09/10/2011,NP_Client,University,Married,0.0,1,1.0,C,18/10/2011,Sales,Owned,2,0,D,36.0
8748,0,Existing Client,27/09/1972,28/12/1997,P_Client,University,Married,3.0,40,10.0,P,04/03/2012,Branch,Owned,1,0,E,100.0
8227,0,Non Existing Client,04/08/1968,01/03/2012,NP_Client,University,Married,3.0,1,2.0,C,08/03/2012,Sales,Owned,1,0,B,36.0
7417,1,Non Existing Client,05/07/1984,12/02/2012,NP_Client,University,Married,0.0,15,1.0,C,13/02/2012,Sales,Owned,1,29/11/2012,B,36.0
7151,0,Existing Client,23/03/1961,15/01/2012,NP_Client,University,Married,2.0,17,20.0,G,06/02/2012,Branch,Old rent,1,0,C,220.0
4769,0,Non Existing Client,06/10/1981,24/10/2011,NP_Client,University,Single,0.0,15,1.0,G,31/10/2011,Sales,Owned,1,0,C,30.0
3034,0,Non Existing Client,16/06/1985,27/08/2011,NP_Client,University,Married,1.0,23,3.0,C,28/08/2011,Branch,Owned,1,0,D,82.0
6919,0,Existing Client,14/02/1969,01/07/2005,NP_Client,University,Married,0.0,10,0.0,G,15/01/2012,Branch,Owned,1,0,B,100.0
104,0,Existing Client,09/12/1978,25/11/2009,NP_Client,University,Married,2.0,1,1.0,C,04/05/2011,Branch,Owned,2,25/03/2012,B,18.0
1020,0,Non Existing Client,08/06/1987,20/06/2011,NP_Client,University,Single,0.0,20,1.0,C,21/06/2011,Sales,Owned,1,0,B,20.0
1935,0,Existing Client,26/05/1960,04/01/2009,NP_Client,Master/PhD,Married,0.0,10,19.0,G,04/08/2011,Sales,Owned,1,0,C,36.0
3291,0,Non Existing Client,22/11/1969,15/09/2011,NP_Client,University,Married,1.0,6,21.0,C,18/09/2011,Sales,Owned,1,0,B,20.0
6123,0,Existing Client,19/01/1963,15/08/2011,P_Client,University,Married,1.0,5,19.0,G,26/01/2012,Branch,Owned,1,0,G,5184.0
3883,0,Non Existing Client,11/11/1975,26/09/2011,NP_Client,University,Married,0.0,15,1.0,C,27/09/2011,Sales,Owned,1,0,B,30.0
6226,0,Non Existing Client,01/07/1979,20/12/2011,NP_Client,University,Married,0.0,15,1.0,G,29/12/2011,Sales,Owned,1,0,C,30.0
8736,0,Non Existing Client,15/10/1971,26/03/2012,NP_Client,University,Married,0.0,1,1.0,C,27/03/2012,Sales,Owned,1,0,B,36.0
2084,0,Existing Client,04/12/1974,02/01/2011,NP_Client,Master/PhD,Married,0.0,1,1.0,C,31/07/2011,Sales,Owned,1,0,C,20.0
3381,0,Non Existing Client,29/08/1971,14/09/2011,NP_Client,University,Married,0.0,4,10.0,C,22/09/2011,Sales,Owned,1,0,B,36.0
6079,0,Existing Client,04/04/1967,18/08/2010,P_Client,University,Married,0.0,15,1.0,C,18/01/2012,Sales,Owned,1,0,L,96.0
2039,0,Existing Client,26/07/1981,24/08/2010,NP_Client,Master/PhD,Married,1.0,4,1.0,C,14/08/2011,Sales,Owned,1,08/05/2013,C,20.0
15,0,Existing Client,02/10/1959,11/12/2005,NP_Client,University,Married,4.0,15,1.0,C,15/05/2011,Sales,Owned,1,0,B,30.0
3772,0,Existing Client,22/06/1974,23/08/2010,NP_Client,University,Married,0.0,5,10.0,G,10/10/2011,Sales,Owned,1,0,B,36.0
1432,0,Non Existing Client,22/02/1979,03/07/2011,NP_Client,University,Married,0.0,4,5.0,C,06/07/2011,Sales,New rent,1,29/08/2012,K,46.0
4814,0,Non Existing Client,26/06/1954,30/10/2011,NP_Client,University,Married,0.0,20,1.0,C,01/11/2011,Sales,Owned,1,0,B,187.0
5800,0,Non Existing Client,07/03/1982,18/12/2011,NP_Client,University,Married,0.0,10,10.0,C,20/12/2011,Sales,Owned,1,0,B,18.0
2883,0,Existing Client,01/01/1977,02/05/2010,NP_Client,University,Married,2.0,7,10.0,C,21/09/2011,Sales,Owned,1,0,B,50.0
1230,0,Existing Client,06/11/1980,05/01/2009,P_Client,University,Single,0.0,7,1.0,C,14/07/2011,Sales,Owned,1,0,B,36.0
2860,0,Existing Client,20/07/1986,25/11/2009,NP_Client,University,Married,1.0,2,10.0,C,20/09/2011,Sales,Owned,1,0,D,18.0
6204,0,Existing Client,01/01/1972,26/12/2011,NP_Client,University,Married,0.0,15,1.0,C,16/01/2012,Sales,Owned,1,0,D,30.0
5644,0,Non Existing Client,27/05/1978,08/12/2011,NP_Client,University,Married,2.0,7,1.0,C,12/12/2011,Sales,Owned,1,0,B,25.0
3109,0,Non Existing Client,26/09/1981,04/09/2011,NP_Client,University,Single,0.0,15,1.0,G,08/09/2011,Sales,Owned,1,0,C,100.0
3403,0,Non Existing Client,06/02/1962,20/09/2011,NP_Client,University,Married,0.0,21,20.0,C,21/09/2011,Branch,Owned,1,03/05/2012,B,18.0
3937,0,Non Existing Client,14/09/1974,25/09/2011,NP_Client,University,Married,0.0,1,1.0,C,28/09/2011,Sales,Owned,1,0,B,36.0
3629,1,Existing Client,13/06/1985,10/09/2007,P_Client,University,Single,0.0,20,10.0,C,11/10/2011,Sales,Owned,1,30/09/2012,D,50.0
3910,0,Non Existing Client,01/07/1981,25/09/2011,NP_Client,Master/PhD,Single,0.0,22,2.0,G,28/09/2011,Sales,Owned,1,0,C,18.0
1560,0,Non Existing Client,17/06/1973,13/07/2011,NP_Client,University,Single,0.0,10,1.0,C,18/07/2011,Sales,Owned,1,0,B,20.0
1730,0,Non Existing Client,01/11/1972,23/07/2011,NP_Client,Master/PhD,Married,1.0,5,0.0,C,26/07/2011,Branch,Old rent,1,0,D,140.0
6350,0,Non Existing Client,08/03/1964,26/12/2011,NP_Client,University,Married,0.0,15,1.0,C,04/01/2012,Sales,Owned,1,0,B,30.0
110,0,Existing Client,28/09/1978,09/03/2010,NP_Client,University,Single,0.0,32,1.0,C,17/05/2011,Sales,Owned,1,0,B,18.0
6986,0,Existing Client,10/11/1958,21/04/2008,NP_Client,Master/PhD,Married,3.0,20,20.0,P,02/02/2012,Branch,Owned,1,0,E,600.0
2890,0,Existing Client,16/10/1986,03/06/2010,P_Client,University,Married,1.0,30,1.0,G,25/09/2011,Branch,Owned,1,0,G,46728.0
3896,0,Non Existing Client,19/01/1964,20/09/2011,NP_Client,Master/PhD,Married,0.0,10,2.0,G,28/09/2011,Sales,Owned,1,0,C,18.0
4429,0,Non Existing Client,26/01/1978,25/10/2011,NP_Client,University,Married,2.0,15,1.0,C,26/10/2011,Sales,Owned,1,0,D,30.0
6558,0,Non Existing Client,20/05/1961,09/01/2012,NP_Client,University,Married,0.0,20,1.0,C,11/01/2012,Sales,Owned,1,25/02/2013,B,25.0
4665,0,Existing Client,20/01/1982,18/09/2011,NP_Client,University,Single,0.0,10,3.0,G,03/11/2011,Sales,Owned,1,0,C,36.0
704,1,Existing Client,01/03/1983,18/05/2011,NP_Client,University,Married,0.0,1,2.0,C,26/06/2011,Sales,Old rent,2,30/08/2012,L,36.0
6138,0,Existing Client,15/03/1972,20/10/2011,NP_Client,Master/PhD,Married,2.0,8,10.0,C,09/01/2012,Sales,Owned,1,0,B,50.0
5280,0,Existing Client,09/01/1983,14/07/2011,P_Client,University,Married,1.0,20,4.0,C,01/12/2011,Branch,Owned,1,0,H,25068.0
5439,0,Non Existing Client,07/09/1970,29/11/2011,NP_Client,University,Married,0.0,15,1.0,C,30/11/2011,Sales,Owned,1,0,B,30.0
175,0,Existing Client,20/08/1966,27/04/2011,NP_Client,University,Married,2.0,10,2.0,C,04/05/2011,Sales,Owned,1,0,L,3162.0
4584,0,Existing Client,12/07/1975,21/07/2009,NP_Client,University,Married,2.0,7,1.0,C,15/11/2011,Sales,Owned,1,26/07/2012,B,20.0
2373,0,Non Existing Client,10/09/1979,02/08/2011,NP_Client,University,Married,4.0,20,1.0,G,09/08/2011,Sales,Old rent,2,0,C,36.0
4695,0,Non Existing Client,27/10/1981,10/10/2011,NP_Client,Master/PhD,Married,1.0,1,1.0,C,30/10/2011,Sales,Owned,1,0,C,20.0
6834,0,Non Existing Client,08/03/1980,24/01/2012,NP_Client,University,Married,0.0,15,1.0,C,26/01/2012,Sales,Owned,1,0,B,36.0
5573,0,Non Existing Client,07/11/1974,04/12/2011,NP_Client,University,Married,1.0,10,1.0,C,06/12/2011,Sales,Owned,1,19/03/2013,D,36.0
310,0,Non Existing Client,03/08/1988,12/05/2011,NP_Client,University,Single,0.0,19,2.0,C,15/05/2011,Sales,Owned,1,0,B,18.0
9234,1,Non Existing Client,22/07/1979,04/04/2012,NP_Client,University,Married,2.0,1,1.0,C,05/04/2012,Sales,Owned,1,29/11/2012,B,36.0
2852,0,Existing Client,03/01/1968,09/09/2009,NP_Client,University,Married,0.0,15,1.0,C,21/09/2011,Sales,Owned,1,0,B,30.0
3846,0,Non Existing Client,11/07/1948,21/08/2011,NP_Client,Master/PhD,Married,0.0,1,1.0,C,23/08/2011,Sales,Owned,2,0,C,20.0
1722,0,Non Existing Client,10/10/1968,07/07/2011,NP_Client,University,Married,2.0,7,1.0,C,25/07/2011,Sales,Owned,1,0,B,20.0
7049,0,Existing Client,19/08/1971,16/02/2010,NP_Client,University,Single,1.0,30,2.0,C,21/02/2012,Branch,Parents,1,09/01/2013,B,18.0
1901,0,Existing Client,10/04/1966,10/12/2007,NP_Client,University,Married,0.0,2,2.0,C,21/08/2011,Branch,Owned,2,08/04/2012,B,18.0
5267,0,Existing Client,15/03/1980,03/03/2011,P_Client,University,Married,1.0,5,8.0,C,15/12/2011,Branch,Owned,1,0,H,45912.0
1879,0,Existing Client,09/06/1983,18/10/2006,NP_Client,University,Married,0.0,28,2.0,C,09/08/2011,Branch,Parents,1,0,K,30.0
3946,0,Non Existing Client,13/02/1958,19/09/2011,NP_Client,Master/PhD,Married,2.0,25,21.0,G,04/10/2011,Sales,Old rent,1,0,C,50.0
6285,1,Non Existing Client,19/06/1971,19/12/2011,NP_Client,University,Married,3.0,10,3.0,C,03/01/2012,Sales,Owned,1,29/11/2012,B,36.0
9206,0,Non Existing Client,01/10/1984,26/03/2012,NP_Client,University,Married,2.0,15,2.0,C,09/04/2012,Sales,Owned,1,0,B,18.0
4734,0,Non Existing Client,10/09/1971,19/10/2011,NP_Client,University,Married,0.0,15,1.0,C,25/10/2011,Sales,Owned,1,0,M,30.0
3208,0,Non Existing Client,11/07/1957,12/09/2011,NP_Client,Master/PhD,Married,0.0,25,1.0,C,14/09/2011,Sales,Owned,1,0,B,20.0
6424,0,Non Existing Client,27/05/1981,03/01/2012,NP_Client,University,Divorced,0.0,10,3.0,C,05/01/2012,Sales,Owned,2,12/12/2012,B,36.0
